player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
R3YC2XYYZ,秋,PBRDPWEY1,村村会,15,1,43965000,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,M5LHG6R4T,乙宗家執事連合会,15,2,43715000,10,10,10,10,10,10,10,10,80
RV0TDDA7D,ブリてっか,PBRDPWEY1,村村会,16,3,43430000,10,10,10,10,10,10,10,10,80
EQOU1ZZS7,葵,M5LHG6R4T,乙宗家執事連合会,16,4,43410000,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,PBRDPWEY1,村村会,15,5,43115000,10,10,10,10,10,10,10,10,80
7RODEB74T,しよー,M5LHG6R4T,乙宗家執事連合会,16,6,43005000,10,10,10,10,10,10,10,10,80
ME00V6X4B,オラトニス,PBRDPWEY1,村村会,16,7,42915000,10,10,10,10,10,10,10,10,80
D0RVYCT5J,MONO,PBRDPWEY1,村村会,12,8,42793000,10,10,10,10,10,10,10,10,80
7TAQGMS8W,ちかわさだよ,PBRDPWEY1,村村会,16,9,42720000,10,10,10,10,10,10,10,10,80
IMAK5NFHF,よもぎ,YE7CX8RNP,蓮ノ大三十角ex,16,10,42675000,10,10,10,10,10,10,10,10,80
NWUFRAHLN,じゅんじゅん,M5LHG6R4T,乙宗家執事連合会,12,11,42618000,10,10,10,10,10,10,10,10,80
L8VJOGDKM,まる,M5LHG6R4T,乙宗家執事連合会,16,12,42470000,10,10,10,10,10,10,10,10,80
X0N1L475X,ぼた餅,PBRDPWEY1,村村会,15,13,42435000,10,10,10,10,10,10,10,10,80
KXMPLAX04,ろーぱす,M5LHG6R4T,乙宗家執事連合会,16,13,42435000,10,10,10,10,10,10,10,10,80
6NJM4GUG6,Sea,M5LHG6R4T,乙宗家執事連合会,9,15,42430000,10,10,10,10,10,10,10,10,80
7604CH5KV,hiro,PBRDPWEY1,村村会,16,16,42303000,10,10,10,10,10,10,10,10,80
WL6FFE9FY,もょもと,PBRDPWEY1,村村会,16,17,42275000,10,10,10,10,10,10,10,10,80
A172AA7DD,にしん,PBRDPWEY1,村村会,9,18,42230000,10,10,10,10,10,10,10,10,80
BJI9H7CC6,エイジ,PBRDPWEY1,村村会,12,19,42205000,10,10,10,10,10,10,10,10,80
VGWT7LCX7,ZUC,PBRDPWEY1,村村会,15,20,42165000,10,10,10,10,10,10,10,10,80
RKVK0YI1L,おらぴさん,1BME38BCD,さすさやクラブ,15,21,42145000,10,10,10,10,10,10,10,10,80
9L52YPRA1,ハミングバード,PBRDPWEY1,村村会,7,22,42090000,10,10,10,10,10,10,10,10,80
8XP3JM3HY,ハヤシモリ,PBRDPWEY1,村村会,13,23,42005000,10,10,10,10,10,10,10,10,80
C7IMXOP79,ナーガ,M5LHG6R4T,乙宗家執事連合会,6,24,41880000,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,16,25,41875000,10,10,10,10,10,10,10,10,80
JLADG5GPX,うぇすとれ,PBRDPWEY1,村村会,16,26,41835000,10,10,10,10,10,10,10,10,80
NLNKEMVRB,なのはな,M5LHG6R4T,乙宗家執事連合会,13,27,41792000,10,10,10,10,10,10,10,10,80
0Y3QCF38L,乙宗ヒゲマン,M5LHG6R4T,乙宗家執事連合会,8,28,41778000,10,10,10,10,10,10,10,10,80
1P6AUGHX2,もじゃもじゃ,M5LHG6R4T,乙宗家執事連合会,15,29,41721000,10,10,10,10,10,10,10,10,80
CAH984HAW,be proud,M5LHG6R4T,乙宗家執事連合会,15,30,41676000,10,10,10,10,10,10,10,10,80
NT480V79A,ゆざくら,PBRDPWEY1,村村会,16,31,41660000,10,10,10,10,10,10,10,10,80
5T57VL8MF,YNGDシン,PBRDPWEY1,村村会,14,32,41630000,10,10,10,10,10,10,10,10,80
7VE9T0CUP,むらたみ,PBRDPWEY1,村村会,16,33,41550000,10,10,10,10,10,10,10,10,80
ZYAP6N76H,ぬわぁんでよぉ,M5LHG6R4T,乙宗家執事連合会,15,34,41405000,10,10,10,10,10,10,10,10,80
PLE67URFB,DasserAN,M5LHG6R4T,乙宗家執事連合会,13,35,41140000,10,10,10,10,10,10,10,10,80
C9325WMEN,K4iku,PBRDPWEY1,村村会,14,36,41035000,10,10,10,10,10,10,10,10,80
CL0CDYUYY,かなちゃん,PBRDPWEY1,村村会,16,37,40945000,10,10,10,10,10,10,10,10,80
7PLTVA4SD,どんきちうどん,M5LHG6R4T,乙宗家執事連合会,4,38,40754000,10,10,10,10,10,10,10,10,80
LP0BEDRF6,四ノ宮,YE7CX8RNP,蓮ノ大三十角ex,16,39,40610000,10,10,10,10,10,10,10,10,80
FM1GCQSEE,Goona,M5LHG6R4T,乙宗家執事連合会,13,40,40587000,10,10,10,10,10,10,10,10,80
AFMBX6BPP,美鳩,PBRDPWEY1,村村会,13,41,40555000,10,10,10,10,10,10,10,10,80
