player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前A分数,结算前A rank,结算前B分数,结算前B rank,结算前C分数,结算前C rank,结算前音游分数,结算前音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,1758,19,1,8990000,9450835.0,8960.0,138798112314.0,4597.0,137379396395.0,4941.0,232556319630.0,2.0,10,10,10,10,10,10,10,10,80
4YTEQDE04,ଳSFL.76ଳ,EYN9H9N16,蓮すきすきクラブ,1831,17,2,8970000,24893659360476.0,1.0,23057428937466.0,2.0,20511638249110.0,4.0,0.0,0.0,9,10,9,10,10,9,9,10,76
8JKPKHDHC,あるふぁん,EYN9H9N16,蓮すきすきクラブ,1837,18,2,8970000,1753032886.0,6900.0,55147529884.0,5262.0,610152055211.0,3477.0,233729500646.0,1.0,10,10,10,10,10,10,10,10,80
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1873,18,4,8920000,356359438747.0,3882.0,488845468780.0,3268.0,568040427524.0,3577.0,231487148252.0,3.0,10,10,10,10,10,10,10,10,80
5LL48ARPU,TIO,3F9P3U95T,ଳ天地鱏明の空ଳ,1721,20,5,8890000,107011306.0,8016.0,298375163.0,7760.0,5167304636703.0,882.0,224327387944.0,5.0,10,10,10,10,10,10,10,10,80
TWKTW5AVC,ライト,M5LHG6R4T,乙宗動物園,1642,20,6,8880000,116007485.0,7980.0,3272464356.0,6672.0,1297798226.0,7293.0,228129068392.0,4.0,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1845,19,6,8880000,24471097247598.0,3.0,22122412157944.0,5.0,20323958538110.0,6.0,134346960422.0,125.0,10,10,10,10,10,10,10,10,80
7604CH5KV,hiro,FK5MUK0ET,くる♡すきクラブ,1884,21,8,8870000,24279340252129.0,4.0,22893996879506.0,3.0,20234391743618.0,8.0,0.0,0.0,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1845,17,8,8870000,23914400116845.0,6.0,23413288299646.0,1.0,21126216346529.0,1.0,0.0,0.0,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,1681,17,10,8850000,24737246586272.0,2.0,22799498654461.0,4.0,18170163175413.0,26.0,0.0,0.0,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1768,14,10,8850000,23988763220694.0,5.0,21972424944214.0,8.0,19024347458735.0,16.0,0.0,0.0,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,PBRDPWEY1,村村会,1666,21,12,8840000,23785025547608.0,7.0,20617575976733.0,22.0,21058023042453.0,2.0,0.0,0.0,10,10,10,10,10,10,10,10,80
ALF76WC94,あにょつき,3F9P3U95T,ଳ天地鱏明の空ଳ,1638,19,13,8790000,23742009808137.0,8.0,21771123972927.0,10.0,20301779331593.0,7.0,0.0,0.0,10,10,10,10,10,10,10,10,80
