player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
AJMEJX0KG,こーか,EYN9H9N16,蓮すきすきクラブ,1758,19,1,6000000,10,10,10,10,10,10,10,10,80
4YTEQDE04,ଳSFL.76ଳ,EYN9H9N16,蓮すきすきクラブ,1831,17,2,5970000,9,10,9,10,10,9,9,10,76
8JKPKHDHC,あるふぁん,EYN9H9N16,蓮すきすきクラブ,1837,18,2,5970000,9,10,10,10,10,10,9,10,78
ISRNX35D4,KYB,RWARTHA1M,乙宗梢大好き部,1873,18,4,5940000,10,10,10,10,10,10,10,10,80
5LL48ARPU,TIO,3F9P3U95T,ଳ天地鱏明の空ଳ,1721,20,5,5930000,10,10,10,10,10,10,10,10,80
68S69TGO8,ｲﾉｳｴ,RFYKY8DCD,LA.LA.LA,1768,14,6,5920000,10,10,10,10,10,10,10,10,80
TWKTW5AVC,いとしき夢よ,M5LHG6R4T,乙宗動物園,1641,20,7,5910000,10,10,10,10,10,10,10,10,80
9NMP2LJU2,アプリ平太郎,EYN9H9N16,蓮すきすきクラブ,1845,19,7,5910000,10,10,10,10,10,10,10,10,80
JC33CNHML,かすかす,PBRDPWEY1,村村会,1681,17,9,5900000,10,10,10,10,10,10,10,10,80
L71LEGR49,かんなぎ,PBRDPWEY1,村村会,1666,21,9,5900000,10,10,10,10,10,10,10,10,80
JE5URLPU8,もご,3F9P3U95T,ଳ天地鱏明の空ଳ,1453,7,9,5900000,10,10,10,10,10,10,10,10,80
7604CH5KV,hiro,FK5MUK0ET,くる♡すきクラブ,1884,21,12,5890000,10,10,10,10,10,10,10,10,80
K7QAEXJLJ,のりすけ,49AMYCXCD,ルドベキア,1887,18,13,5885000,10,10,10,10,10,10,10,10,80
HVA8EZJWM,鍋,3F9P3U95T,ଳ天地鱏明の空ଳ,1845,17,14,5880000,10,10,10,10,10,10,10,10,80
X0REUC1B0,ジークハルト,GXR6C85BT,花帆ちゃん親衛隊,1752,20,15,5870000,10,10,10,10,10,10,10,10,80
6NJM4GUG6,1192,3F9P3U95T,ଳ天地鱏明の空ଳ,1855,12,16,5845000,10,10,10,10,10,10,10,10,80
